batch,run,position,season,k,universe,targets,S,first_feature_season,n_board_vet,n_vet,rho_points_fullvet,mae_games_fullvet,bias_games_fullvet,rho_points,pearson_points,mae_games,bias_games,rho_games,mae_naive_games
CTRL,CTRL-T2A,RB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,122,0.5892949118975145,4.875703894121015,-0.0424809501878499,0.6208791208791209,0.3297504553699252,5.275231873396802,-1.936229185705937,0.2123921538858041,4.615384615384615
CTRL,CTRL-T2A,RB,2018,0,m_panel_ppr12,2013-2024,12,2002,27,120,0.6388274917129895,4.273655171256716,0.4174218394430073,0.3931623931623931,0.4565453190203689,3.3372097077511174,-2.008881268022059,0.334906697162315,3.0
CTRL,CTRL-T2A,RB,2019,0,m_panel_ppr12,2013-2024,12,2002,34,118,0.7132189168151755,4.501034438226647,-0.0546587660077393,0.3784568372803666,0.5217463241738736,3.704991485690737,-3.1939418215908986,0.1826581784899373,2.735294117647059
CTRL,CTRL-T2A,RB,2020,0,m_panel_ppr12,2013-2024,12,2002,44,119,0.6650805663894154,3.901658401100112,-0.4893348354043925,0.4007047216349542,0.3687702932160941,4.455663362784406,-0.989283573819006,-0.1220076696705203,4.886363636363637
CTRL,CTRL-T2A,RB,2021,0,m_panel_ppr12,2013-2024,12,2002,54,116,0.5822368744499369,4.615222178213186,0.2954403929520307,0.6015246807699637,0.5979997027971501,4.013531218346712,-2.4678509826326698,0.1406320134747659,4.12962962962963
CTRL,CTRL-T2A,RB,2022,0,m_panel_ppr12,2013-2024,12,2002,41,123,0.7036332522763061,4.611749675984535,-0.0908153438536971,0.3454703832752614,0.3040078105852823,4.565584311406997,-3.4385069538553807,0.0897605983522869,4.0
CTRL,CTRL-T2A,RB,2023,0,m_panel_ppr12,2013-2024,12,2002,50,128,0.7381293196504731,4.331789610552616,0.3195826610901941,0.3912124849939976,0.3796075184425534,3.9148464942294168,-2.6557315165195945,0.3174057606828537,3.14
CTRL,CTRL-T2A,RB,2024,0,m_panel_ppr12,2013-2024,12,2002,51,112,0.7809529188280145,4.267535551328261,-0.2430227334391294,0.4839928506408551,0.4475493416911225,3.713600109927959,-2.509142991478678,0.3283878857015203,3.07843137254902
CTRL,CTRL-T2A,TE,2014,0,m_panel_ppr12,2014-2024,11,2012,3,80,0.7047988880520123,3.809904578653085,-0.5448983081035086,,,,,,
CTRL,CTRL-T2A,TE,2015,0,m_panel_ppr12,2014-2024,11,2012,6,79,0.5700192215087432,3.7858459264495696,-0.4700553185316317,,,,,,
CTRL,CTRL-T2A,TE,2016,0,m_panel_ppr12,2014-2024,11,2012,5,85,0.6593211879829275,4.203166948846,0.5161880994954696,,,,,,
CTRL,CTRL-T2A,TE,2017,0,m_panel_ppr12,2014-2024,11,2012,7,92,0.6163449122055439,4.48601226102326,-0.7612244047236771,,,,,,
CTRL,CTRL-T2A,TE,2018,0,m_panel_ppr12,2014-2024,11,2012,11,89,0.6164898924677821,4.311879673098682,1.0863231297074234,0.2454545454545454,0.3839109600305448,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087
CTRL,CTRL-T2A,TE,2019,0,m_panel_ppr12,2014-2024,11,2012,11,91,0.5304603056392176,4.4594515365653935,-0.4437828034054566,0.3090909090909091,0.1833926270073427,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637
CTRL,CTRL-T2A,TE,2020,0,m_panel_ppr12,2014-2024,11,2012,16,85,0.6325912797213402,4.289479391459962,-1.0636886553452485,0.3647058823529411,0.5235131487492185,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375
CTRL,CTRL-T2A,TE,2021,0,m_panel_ppr12,2014-2024,11,2012,17,90,0.6709890662523593,4.365104192023898,-0.0740111258864436,0.375,0.5620811929542489,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883
CTRL,CTRL-T2A,TE,2022,0,m_panel_ppr12,2014-2024,11,2012,14,89,0.7834887384070233,3.493176037332559,0.3272343015287291,0.3934065934065934,0.3317702499804855,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284
CTRL,CTRL-T2A,TE,2023,0,m_panel_ppr12,2014-2024,11,2012,17,89,0.7628992880783418,3.7576046559499785,-0.4375649095012279,0.4975490196078431,0.4130379983065978,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355
CTRL,CTRL-T2A,TE,2024,0,m_panel_ppr12,2014-2024,11,2012,18,86,0.7434719183933073,3.800127637402837,-0.3201037662874345,0.3593185816991832,0.4645822611900796,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111
CTRL,CTRL-T2A,WR,2014,0,m_panel_ppr12,2014-2024,11,2012,8,179,0.712502620677925,4.54979671719319,-0.1582621977859275,,,,,,
CTRL,CTRL-T2A,WR,2015,0,m_panel_ppr12,2014-2024,11,2012,17,181,0.7612490815994518,3.970847352299407,0.518408923190736,0.428921568627451,0.3713323818858835,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059
CTRL,CTRL-T2A,WR,2016,0,m_panel_ppr12,2014-2024,11,2012,24,188,0.6943911753532362,4.578542891582823,-0.003036037580192,0.6582608695652173,0.6714267103028416,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875
CTRL,CTRL-T2A,WR,2017,0,m_panel_ppr12,2014-2024,11,2012,32,193,0.7220434051023501,4.283807006227383,0.4121357203638338,0.3009530791788856,0.2601535354749987,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125
CTRL,CTRL-T2A,WR,2018,0,m_panel_ppr12,2014-2024,11,2012,38,186,0.7296088713566679,4.212268634863613,-0.0394158491368209,0.6916890090782069,0.6595019291540141,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421
CTRL,CTRL-T2A,WR,2019,0,m_panel_ppr12,2014-2024,11,2012,50,185,0.7442160810089276,4.217341505244713,0.3506882206812709,0.5429531812725089,0.5332789556947701,3.2499946744976893,-2.2025840310641573,0.1868724198929815,2.72
CTRL,CTRL-T2A,WR,2020,0,m_panel_ppr12,2014-2024,11,2012,50,190,0.7582867277839869,4.144543751890124,0.3404884279056207,0.4534453781512604,0.4559915488606808,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06
CTRL,CTRL-T2A,WR,2021,0,m_panel_ppr12,2014-2024,11,2012,55,197,0.712831374827708,4.3989670642611225,-0.3546692269392525,0.4026407403385952,0.3741642579188136,4.250056788732576,-1.7593123001888935,0.0345781033553639,3.690909090909091
CTRL,CTRL-T2A,WR,2022,0,m_panel_ppr12,2014-2024,11,2012,48,193,0.7246509488816966,4.418278045670636,-0.2192341591059319,0.7394903251291721,0.7259378290385182,3.5505151136824336,-2.676326109189564,0.4035235333551509,2.4166666666666665
CTRL,CTRL-T2A,WR,2023,0,m_panel_ppr12,2014-2024,11,2012,62,188,0.7780306999770846,4.344420069586422,-0.5342253891436312,0.5813575754984195,0.5891326347302022,4.284955082487724,-3.731426807907355,0.1790923656223771,3.0806451612903225
CTRL,CTRL-T2A,WR,2024,0,m_panel_ppr12,2014-2024,11,2012,58,190,0.7958854674754652,4.048605139782749,0.0743838837410142,0.4507436517136496,0.4669522343924731,3.365489606835395,-1.7628254439378328,0.1704752972384039,2.8793103448275863
VERIFY,VD1,QB,2013,0,m_panel_ppr12,2013-2024,12,2002,8,72,0.7565077413301794,3.3912467136966056,-0.4713332295887035,,,,,,
VERIFY,VD1,QB,2014,0,m_panel_ppr12,2013-2024,12,2002,9,61,0.7806532815301666,3.5288159070965364,-0.3079163168324386,,,,,,
VERIFY,VD1,QB,2015,0,m_panel_ppr12,2013-2024,12,2002,10,68,0.6497507635025148,3.669148936556577,-0.5837563814852708,0.5272727272727272,0.2828155480990649,4.386174363945681,-3.8635386464289008,0.3027495893961478,2.2
VERIFY,VD1,QB,2016,0,m_panel_ppr12,2013-2024,12,2002,12,67,0.7667322089110059,3.3213336755672347,-0.0275607076609196,0.1818181818181818,0.0789103530322997,3.454220353426093,-3.454220353426093,0.0504272905659299,0.9166666666666666
VERIFY,VD1,QB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,73,0.7274012600340554,3.3114771318828176,-0.3154312903542509,-0.1098901098901098,-0.263777281396214,2.945279731146381,-1.9998846144478328,0.0963558245671183,1.1538461538461535
VERIFY,VD1,QB,2018,0,m_panel_ppr12,2013-2024,12,2002,18,65,0.6480241071313335,3.536623994414518,-0.0741234173305318,-0.1145510835913312,-0.0839069884424221,4.509954166442535,-3.277456366479352,0.248665723184241,3.1666666666666665
VERIFY,VD1,QB,2019,0,m_panel_ppr12,2013-2024,12,2002,19,72,0.6844431251913631,3.71377431053172,0.3956206777495699,0.3087719298245613,0.2592277727973079,3.991389678393969,-3.4975544575610646,-0.0612093840351062,2.3157894736842106
VERIFY,VD1,QB,2020,0,m_panel_ppr12,2013-2024,12,2002,19,73,0.7517742866966013,3.481502928047852,-0.4611691896944502,0.4578947368421052,0.433642046400932,3.995602775387554,-2.327493102651548,0.0731861134494494,2.894736842105264
VERIFY,VD1,QB,2021,0,m_panel_ppr12,2013-2024,12,2002,19,73,0.7052078498386903,3.454700855068774,0.4736187847271547,0.131578947368421,0.1022932952213718,4.058358810928713,-2.224023936854135,-0.0896377362386685,3.3157894736842106
VERIFY,VD1,QB,2022,0,m_panel_ppr12,2013-2024,12,2002,19,77,0.7399329869935508,2.856627419691409,-0.2104726877049661,0.5070175438596491,0.6523160249655527,2.7813473613948605,-1.3320532027793557,0.5728981347179936,1.947368421052632
VERIFY,VD1,QB,2023,0,m_panel_ppr12,2013-2024,12,2002,23,79,0.6038082226738627,3.995512092758129,-0.2390561608861482,0.0553359683794466,0.0939563470710933,4.672273477622528,-1.955147836944581,-0.0241550170623353,4.304347826086956
VERIFY,VD1,QB,2024,0,m_panel_ppr12,2013-2024,12,2002,23,85,0.7070533271597402,3.3875308923854024,-0.1949095715190474,0.3527667984189723,0.4415390979220183,4.624921064002566,-3.5006266706416653,-0.017365355384015,3.869565217391304
VERIFY,VD1,RB,2013,0,m_panel_ppr12,2013-2024,12,2002,1,121,0.7392982553754147,4.879137325569323,0.3452394126607002,,,,,,
VERIFY,VD1,RB,2014,0,m_panel_ppr12,2013-2024,12,2002,3,118,0.6635220246866226,4.287083333841668,0.5116824161996671,,,,,,
VERIFY,VD1,RB,2015,0,m_panel_ppr12,2013-2024,12,2002,3,114,0.6417602525120533,4.024614761438775,0.2916242234195642,,,,,,
VERIFY,VD1,RB,2016,0,m_panel_ppr12,2013-2024,12,2002,9,123,0.5860252544180337,4.556990315082498,0.7301535252589231,,,,,,
VERIFY,VD1,RB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,122,0.5909592550283898,4.875703894121015,-0.0424809501878499,0.6153846153846153,0.3301877606308825,5.275231873396802,-1.936229185705937,0.2123921538858041,4.615384615384615
VERIFY,VD1,RB,2018,0,m_panel_ppr12,2013-2024,12,2002,27,120,0.6401527217536971,4.273655171256716,0.4174218394430073,0.3931623931623931,0.4553570337992164,3.3372097077511174,-2.008881268022059,0.334906697162315,3.0
VERIFY,VD1,RB,2019,0,m_panel_ppr12,2013-2024,12,2002,34,118,0.7132411209469527,4.501034438226647,-0.0546587660077393,0.388235294117647,0.5237973889291863,3.704991485690737,-3.1939418215908986,0.1826581784899373,2.735294117647059
VERIFY,VD1,RB,2020,0,m_panel_ppr12,2013-2024,12,2002,44,119,0.6630331293638363,3.901658401100112,-0.4893348354043925,0.3952078928823114,0.3679047855264635,4.455663362784406,-0.989283573819006,-0.1220076696705203,4.886363636363637
VERIFY,VD1,RB,2021,0,m_panel_ppr12,2013-2024,12,2002,54,116,0.5841107296164358,4.615222178213186,0.2954403929520307,0.6051076805793786,0.5975747193945952,4.013531218346712,-2.4678509826326698,0.1406320134747659,4.12962962962963
VERIFY,VD1,RB,2022,0,m_panel_ppr12,2013-2024,12,2002,41,123,0.7027260950634867,4.611749675984535,-0.0908153438536971,0.3362369337979094,0.300863184955882,4.565584311406997,-3.4385069538553807,0.0897605983522869,4.0
VERIFY,VD1,RB,2023,0,m_panel_ppr12,2013-2024,12,2002,50,128,0.739264237852996,4.331789610552616,0.3195826610901941,0.3959183673469388,0.3785969735991374,3.9148464942294168,-2.6557315165195945,0.3174057606828537,3.14
VERIFY,VD1,RB,2024,0,m_panel_ppr12,2013-2024,12,2002,51,112,0.7806644996943027,4.267535551328261,-0.2430227334391294,0.4863458450530956,0.447147485639029,3.713600109927959,-2.509142991478678,0.3283878857015203,3.07843137254902
VERIFY,VD1,WR,2014,0,m_panel_ppr12,2014-2024,11,2012,8,179,0.7134273379736698,4.54979671719319,-0.1582621977859275,,,,,,
VERIFY,VD1,WR,2015,0,m_panel_ppr12,2014-2024,11,2012,17,181,0.7626910089970229,3.970847352299407,0.518408923190736,0.4632352941176471,0.3931480768764331,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059
VERIFY,VD1,WR,2016,0,m_panel_ppr12,2014-2024,11,2012,24,188,0.6930464159845371,4.578542891582823,-0.003036037580192,0.6565217391304347,0.6629514108154422,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875
VERIFY,VD1,WR,2017,0,m_panel_ppr12,2014-2024,11,2012,32,193,0.7185449190066514,4.283807006227383,0.4121357203638338,0.3068181818181817,0.2637004019338331,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125
VERIFY,VD1,WR,2018,0,m_panel_ppr12,2014-2024,11,2012,38,186,0.7285024267594133,4.212268634863613,-0.0394158491368209,0.6879684860108665,0.6562377492847984,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421
VERIFY,VD1,WR,2019,0,m_panel_ppr12,2014-2024,11,2012,50,185,0.7441402126194501,4.217341505244713,0.3506882206812709,0.5435294117647058,0.5341335196392332,3.2499946744976893,-2.2025840310641573,0.1868724198929815,2.72
VERIFY,VD1,WR,2020,0,m_panel_ppr12,2014-2024,11,2012,50,190,0.7582423524422105,4.144543751890124,0.3404884279056207,0.4601680672268907,0.4582248262927418,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06
VERIFY,VD1,WR,2021,0,m_panel_ppr12,2014-2024,11,2012,55,197,0.714044881547617,4.3989670642611225,-0.3546692269392525,0.3971572359454884,0.3746760606556298,4.250056788732576,-1.7593123001888935,0.0345781033553639,3.690909090909091
VERIFY,VD1,WR,2022,0,m_panel_ppr12,2014-2024,11,2012,48,193,0.7226270451444341,4.418278045670636,-0.2192341591059319,0.7333025757850202,0.7242531969909645,3.5505151136824336,-2.676326109189564,0.4035235333551509,2.4166666666666665
VERIFY,VD1,WR,2023,0,m_panel_ppr12,2014-2024,11,2012,62,188,0.7769897455828392,4.344420069586422,-0.5342253891436312,0.579997733642883,0.5848128600950503,4.284955082487724,-3.731426807907355,0.1790923656223771,3.0806451612903225
VERIFY,VD1,WR,2024,0,m_panel_ppr12,2014-2024,11,2012,58,190,0.7973078014419629,4.048605139782749,0.0743838837410142,0.4455450113574353,0.469534063558223,3.365489606835395,-1.7628254439378328,0.1704752972384039,2.8793103448275863
VERIFY,VD1,TE,2014,0,m_panel_ppr12,2014-2024,11,2012,3,80,0.7031233239786255,3.809904578653085,-0.5448983081035086,,,,,,
VERIFY,VD1,TE,2015,0,m_panel_ppr12,2014-2024,11,2012,6,79,0.5703858876746436,3.7858459264495696,-0.4700553185316317,,,,,,
VERIFY,VD1,TE,2016,0,m_panel_ppr12,2014-2024,11,2012,5,85,0.6465510490901815,4.203166948846,0.5161880994954696,,,,,,
VERIFY,VD1,TE,2017,0,m_panel_ppr12,2014-2024,11,2012,7,92,0.6048937803349489,4.48601226102326,-0.7612244047236771,,,,,,
VERIFY,VD1,TE,2018,0,m_panel_ppr12,2014-2024,11,2012,11,89,0.6159992416087829,4.311879673098682,1.0863231297074234,0.2090909090909091,0.3836806488651597,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087
VERIFY,VD1,TE,2019,0,m_panel_ppr12,2014-2024,11,2012,11,91,0.5229124192478827,4.4594515365653935,-0.4437828034054566,0.3,0.176254466517168,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637
VERIFY,VD1,TE,2020,0,m_panel_ppr12,2014-2024,11,2012,16,85,0.6337579700842626,4.289479391459962,-1.0636886553452485,0.3647058823529411,0.5277602906093656,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375
VERIFY,VD1,TE,2021,0,m_panel_ppr12,2014-2024,11,2012,17,90,0.6730500315958016,4.365104192023898,-0.0740111258864436,0.375,0.5636823288358013,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883
VERIFY,VD1,TE,2022,0,m_panel_ppr12,2014-2024,11,2012,14,89,0.7825345014261461,3.493176037332559,0.3272343015287291,0.3978021978021978,0.3323527027607088,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284
VERIFY,VD1,TE,2023,0,m_panel_ppr12,2014-2024,11,2012,17,89,0.7635175069724515,3.7576046559499785,-0.4375649095012279,0.4975490196078431,0.4129677662594959,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355
VERIFY,VD1,TE,2024,0,m_panel_ppr12,2014-2024,11,2012,18,86,0.7434719183933073,3.800127637402837,-0.3201037662874345,0.3593185816991832,0.4645637967989381,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111
CTRL,CTRL-T2Q,QB,2015,0,m_panel_ppr12,2015-2024,10,2002,10,68,0.6499804250389516,3.669148936556577,-0.5837563814852708,0.5272727272727272,0.2899369938269531,4.386174363945681,-3.8635386464289008,0.3027495893961478,2.2
CTRL,CTRL-T2Q,QB,2016,0,m_panel_ppr12,2015-2024,10,2002,12,67,0.7697598988845922,3.3213336755672347,-0.0275607076609196,0.1818181818181818,0.0608294828083609,3.454220353426093,-3.454220353426093,0.0504272905659299,0.9166666666666666
CTRL,CTRL-T2Q,QB,2017,0,m_panel_ppr12,2015-2024,10,2002,13,73,0.7287753061183511,3.3114771318828176,-0.3154312903542509,-0.1098901098901098,-0.2958123033946166,2.945279731146381,-1.9998846144478328,0.0963558245671183,1.1538461538461535
CTRL,CTRL-T2Q,QB,2018,0,m_panel_ppr12,2015-2024,10,2002,18,65,0.6459072460218804,3.536623994414518,-0.0741234173305318,-0.1413828689370485,-0.0831676432602389,4.509954166442535,-3.277456366479352,0.248665723184241,3.1666666666666665
CTRL,CTRL-T2Q,QB,2019,0,m_panel_ppr12,2015-2024,10,2002,19,72,0.6842460071482523,3.71377431053172,0.3956206777495699,0.3385964912280702,0.2533905493160437,3.991389678393969,-3.4975544575610646,-0.0612093840351062,2.3157894736842106
CTRL,CTRL-T2Q,QB,2020,0,m_panel_ppr12,2015-2024,10,2002,19,73,0.753604364592135,3.481502928047852,-0.4611691896944502,0.4684210526315789,0.4341287073525717,3.995602775387554,-2.327493102651548,0.0731861134494494,2.894736842105264
CTRL,CTRL-T2Q,QB,2021,0,m_panel_ppr12,2015-2024,10,2002,19,73,0.7065327546247631,3.454700855068774,0.4736187847271547,0.1526315789473684,0.1062896279212397,4.058358810928713,-2.224023936854135,-0.0896377362386685,3.3157894736842106
CTRL,CTRL-T2Q,QB,2022,0,m_panel_ppr12,2015-2024,10,2002,19,77,0.7384937626037099,2.856627419691409,-0.2104726877049661,0.4596491228070175,0.6555516236331664,2.7813473613948605,-1.3320532027793557,0.5728981347179936,1.947368421052632
CTRL,CTRL-T2Q,QB,2023,0,m_panel_ppr12,2015-2024,10,2002,23,79,0.6061830466427252,3.995512092758129,-0.2390561608861482,0.0553359683794466,0.0952643434466713,4.672273477622528,-1.955147836944581,-0.0241550170623353,4.304347826086956
CTRL,CTRL-T2Q,QB,2024,0,m_panel_ppr12,2015-2024,10,2002,23,85,0.7080785564557167,3.3875308923854024,-0.1949095715190474,0.3577075098814229,0.4428237931971007,4.624921064002566,-3.5006266706416653,-0.017365355384015,3.869565217391304
CTRL,CTRL-T2Q,RB,2015,0,m_panel_ppr12,2015-2024,10,2002,3,114,0.6377988955173244,4.024614761438775,0.2916242234195642,,,,,,
CTRL,CTRL-T2Q,RB,2016,0,m_panel_ppr12,2015-2024,10,2002,9,123,0.5897504664013435,4.556990315082498,0.7301535252589231,,,,,,
CTRL,CTRL-T2Q,RB,2017,0,m_panel_ppr12,2015-2024,10,2002,13,122,0.5892949118975145,4.875703894121015,-0.0424809501878499,0.6208791208791209,0.3297504553699252,5.275231873396802,-1.936229185705937,0.2123921538858041,4.615384615384615
CTRL,CTRL-T2Q,RB,2018,0,m_panel_ppr12,2015-2024,10,2002,27,120,0.6388274917129895,4.273655171256716,0.4174218394430073,0.3931623931623931,0.4565453190203689,3.3372097077511174,-2.008881268022059,0.334906697162315,3.0
CTRL,CTRL-T2Q,RB,2019,0,m_panel_ppr12,2015-2024,10,2002,34,118,0.7132189168151755,4.501034438226647,-0.0546587660077393,0.3784568372803666,0.5217463241738736,3.704991485690737,-3.1939418215908986,0.1826581784899373,2.735294117647059
CTRL,CTRL-T2Q,RB,2020,0,m_panel_ppr12,2015-2024,10,2002,44,119,0.6650805663894154,3.901658401100112,-0.4893348354043925,0.4007047216349542,0.3687702932160941,4.455663362784406,-0.989283573819006,-0.1220076696705203,4.886363636363637
CTRL,CTRL-T2Q,RB,2021,0,m_panel_ppr12,2015-2024,10,2002,54,116,0.5822368744499369,4.615222178213186,0.2954403929520307,0.6015246807699637,0.5979997027971501,4.013531218346712,-2.4678509826326698,0.1406320134747659,4.12962962962963
CTRL,CTRL-T2Q,RB,2022,0,m_panel_ppr12,2015-2024,10,2002,41,123,0.7036332522763061,4.611749675984535,-0.0908153438536971,0.3454703832752614,0.3040078105852823,4.565584311406997,-3.4385069538553807,0.0897605983522869,4.0
CTRL,CTRL-T2Q,RB,2023,0,m_panel_ppr12,2015-2024,10,2002,50,128,0.7381293196504731,4.331789610552616,0.3195826610901941,0.3912124849939976,0.3796075184425534,3.9148464942294168,-2.6557315165195945,0.3174057606828537,3.14
CTRL,CTRL-T2Q,RB,2024,0,m_panel_ppr12,2015-2024,10,2002,51,112,0.7809529188280145,4.267535551328261,-0.2430227334391294,0.4839928506408551,0.4475493416911225,3.713600109927959,-2.509142991478678,0.3283878857015203,3.07843137254902
CTRL,CTRL-T2Q,TE,2015,0,m_panel_ppr12,2015-2024,10,2012,6,79,0.5700192215087432,3.7858459264495696,-0.4700553185316317,,,,,,
CTRL,CTRL-T2Q,TE,2016,0,m_panel_ppr12,2015-2024,10,2012,5,85,0.6593211879829275,4.203166948846,0.5161880994954696,,,,,,
CTRL,CTRL-T2Q,TE,2017,0,m_panel_ppr12,2015-2024,10,2012,7,92,0.6163449122055439,4.48601226102326,-0.7612244047236771,,,,,,
CTRL,CTRL-T2Q,TE,2018,0,m_panel_ppr12,2015-2024,10,2012,11,89,0.6164898924677821,4.311879673098682,1.0863231297074234,0.2454545454545454,0.3839109600305448,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087
CTRL,CTRL-T2Q,TE,2019,0,m_panel_ppr12,2015-2024,10,2012,11,91,0.5304603056392176,4.4594515365653935,-0.4437828034054566,0.3090909090909091,0.1833926270073427,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637
CTRL,CTRL-T2Q,TE,2020,0,m_panel_ppr12,2015-2024,10,2012,16,85,0.6325912797213402,4.289479391459962,-1.0636886553452485,0.3647058823529411,0.5235131487492185,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375
CTRL,CTRL-T2Q,TE,2021,0,m_panel_ppr12,2015-2024,10,2012,17,90,0.6709890662523593,4.365104192023898,-0.0740111258864436,0.375,0.5620811929542489,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883
CTRL,CTRL-T2Q,TE,2022,0,m_panel_ppr12,2015-2024,10,2012,14,89,0.7834887384070233,3.493176037332559,0.3272343015287291,0.3934065934065934,0.3317702499804855,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284
